Conventions,G,BADC-CSV,1
title,G,Midas-open: Station site metadata for uk-mean-wind-obs
source,G,Met Office MIDAS database
creator,G,Met Office
activity,G,Met Office MIDAS Open: UK Land Surface Stations Data
feature_type,G,point collection
observation_station,G,UK land surface observing network
location,G,UK
collection_name,G,midas-open
collection_version_number,G,dataset-version-201901
date_valid,G,2019-01-29
history,G,Created 2019-01-29
last_revised_date,G,2019-01-29
comments,G,This file contains geographic and temporal information for the stations covered in this version of the uk-mean-wind-obs part of the MIDAS-open collection
comments,G,The temporal range given here is in relation to the data temporal range available for this station within this dataset and may differ from other dates for the given station in other MIDAS-open datasets
comments,G,The geographic location relates to the currently recorded station location to 3 decimal places of latitude and longitude
comments,G,If more precise geographical location information is required please contact the Met Office directly as there may be data management restrictions for stations located on private property
comments,G,Further station-specific details are given in each station folder in the associated capability files
comments,G,For fuller station metadata please use the MIDAS station search tool available from the Centre for Environmental Data Analysis
coordinate_variable,src_id,x
long_name,src_id,The unique MIDAS identifier for the station,1
type,src_id,int
comments,src_id,This is a unique ID ascribed to this station within the MIDAS system. It is used across MIDAS as a way to join related data and metadata together where a site may have used different identifiers for different meteorological reports over time.
long_name,station_name,The name for this station,1
type,station_name,char
long_name,station_file_name,The filename used for this station,1
type,station_file_name,char
comments,station_file_name,The filename is derived from the station name but replacing spaces with - as necessary
long_name,historic_county,the historic county this station is within,1
type,historic_county,char
comments,historic_county,Within MIDAS stations are associated with a set of fixed historic county definitions for the UK and are not amended to reflect modern county boundary changes. For more details refer to the MIDAS documentation.
long_name,station_latitude,The station latitude (WGS84),degrees
type,station_latitude,float
long_name,station_longitude,The station longitude (WGS84),degrees
type,station_longitude,float
long_name,station_elevation,The station elevation,m
type,station_elevation,float
comments,station_elevation,The station elevation in metres above mean sea level
long_name,first_year,first year of data associated with this station in this dataset,year
type,first_year,float
comments,first_year,This relates to the first year of available data within this version of this dataset. The first year may differ for this station within other datasets of Midas-open
long_name,last_year,last year of data associated with this station in this dataset,year
type,last_year,float
comments,last_year,This relates to the last year of data associated with this station in this dataset. It does not indicate whether the station is currently operational and the last year may differ for this station within other datasets of Midas-open
comments,last_year,The first and last year indicate simply the year of first and last available data in this dataset. They do not indicate the availability of data between those dates or availability of data within other datasets of Midas-open
data
src_id,station_name,station_file_name,historic_county,station_latitude,station_longitude,station_elevation,first_year,last_year
00435,BROOMS BARN,brooms-barn,suffolk,52.261,0.566,75,1994,2001
00436,CAVENDISH,cavendish,suffolk,52.091,0.628,55,1994,2001
00438,HONINGTON,honington,suffolk,52.34,0.77,51,1969,2003
00439,EAST BERGHOLT,east-bergholt,suffolk,51.96,1.023,7,1998,1998
00440,WATTISHAM,wattisham,suffolk,52.124,0.957,89,1969,2017
00443,FELIXSTOWE,felixstowe,suffolk,51.947,1.325,3,1957,1961
00451,"BOXWORTH, SAMSON FIELD",boxworth-samson-field,cambridgeshire,52.251,-0.033,53,1994,2001
00452,MEPAL,mepal,cambridgeshire,52.422,0.1,-2,1994,2001
00453,MARCH,march,cambridgeshire,52.55,0.093,2,1998,1998
00454,"CAMBRIDGE, BOTANIC GARDEN",cambridge-botanic-garden,cambridgeshire,52.194,0.129,13,1994,2001
00455,"CAMBRIDGE, NIAB",cambridge-niab,cambridgeshire,52.245,0.1,26,1994,2001
00456,MONKS WOOD,monks-wood,cambridgeshire,52.402,-0.237,41,1994,2017
00457,WYTON,wyton,cambridgeshire,52.354,-0.116,40,1976,1995
00458,WOBURN,woburn,bedfordshire,52.014,-0.596,89,1994,2005
00461,BEDFORD,bedford,bedfordshire,52.227,-0.465,85,1970,2017
00464,SILSOE,silsoe,bedfordshire,52.01,-0.41,59,1994,1999
00465,CARDINGTON,cardington,bedfordshire,52.104,-0.423,29,1957,1987
16851,MORECAMBE NO 2,morecambe-no-2,lancashire,54.076,-2.86,7,1994,1994
00470,"GARSTON, BUILDING RESEARCH ",garston-building-research,hertfordshire,51.702,-0.376,78,1969,1982
00471,ROTHAMSTED,rothamsted,hertfordshire,51.807,-0.36,128,1969,2001
00481,HIGH BEACH,high-beach,essex,51.664,0.041,110,1997,1998
00484,STANSTED,stansted,essex,51.881,0.223,101,1959,1997
00487,WRITTLE,writtle,essex,51.734,0.429,32,1994,2001
00489,CORYTON,coryton,essex,51.513,0.515,3,1969,1971
00496,"SOUTHEND, SOUTHCHURCH PARK",southend-southchurch-park,essex,51.532,0.738,4,1998,1998
00497,SHOEBURYNESS,shoeburyness,essex,51.537,0.807,2,1957,1981
00498,"SHOEBURYNESS, LANDWICK",shoeburyness-landwick,essex,51.555,0.827,2,1981,2017
00501,THAMES TOWER,thames-tower,essex,51.774,1.111,8,1997,1999
00504,WALTON-ON-THE-NAZE,walton-on-the-naze,essex,51.855,1.28,5,1990,2015
00507,SLAIDBURN,slaidburn,lancashire,53.988,-2.435,192,1994,1996
00509,MALHAM TARN,malham-tarn,north-yorkshire,54.1,-2.164,381,1982,1995
00513,"BINGLEY, NO 2",bingley-no-2,west-yorkshire,53.811,-1.867,262,1972,2017
00521,EMLEY MOOR,emley-moor,west-yorkshire,53.613,-1.665,259,1997,2010
00523,LEEDS WEATHER CENTRE,leeds-weather-centre,west-yorkshire,53.801,-1.561,64,1987,2003
00525,SHEFFIELD,sheffield,south-yorkshire,53.381,-1.491,131,1959,1985
00527,HIGH BRADFIELD,high-bradfield,south-yorkshire,53.433,-1.584,395,1975,2017
00533,CHURCH FENTON,church-fenton,north-yorkshire,53.836,-1.199,8,1969,2013
00534,BRAMHAM,bramham,west-yorkshire,53.869,-1.319,54,1994,2017
00535,CAWOOD,cawood,north-yorkshire,53.828,-1.148,6,1994,2001
00536,ASKHAM BRYAN,askham-bryan,north-yorkshire,53.923,-1.163,32,1994,2001
00538,SKIPTON NO 2,skipton-no-2,north-yorkshire,53.967,-2.03,153,1997,1998
00545,BARBROOK,barbrook,derbyshire,53.288,-1.579,323,1978,1979
00549,ASHOVER NO 2,ashover-no-2,derbyshire,53.163,-1.48,178,1996,1996
00554,SUTTON BONINGTON,sutton-bonington,nottinghamshire,52.836,-1.251,43,1994,2017
00556,"NOTTINGHAM, WATNALL",nottingham-watnall,nottinghamshire,53.006,-1.251,117,1957,2017
00559,NOTTINGHAM,nottingham,nottinghamshire,52.95,-1.155,59,1982,1982
00561,WARSOP,warsop,nottinghamshire,53.223,-1.116,46,1994,2001
00562,FINNINGLEY,finningley,south-yorkshire,53.483,-1.008,10,1958,1995
00564,SOUTHWELL,southwell,nottinghamshire,53.064,-0.963,70,1990,1993
00565,WEST RETFORD,west-retford,nottinghamshire,53.338,-0.956,14,1994,1998
00566,WISETON,wiseton,nottinghamshire,53.396,-0.932,6,1994,1995
00567,CLARBOROUGH,clarborough,nottinghamshire,53.341,-0.901,21,1987,1993
00569,NEWTOWN LINFORD,newtown-linford,leicestershire,52.681,-1.217,119,1994,2001
00574,BROOKSBY HALL NO 2,brooksby-hall-no-2,leicestershire,52.732,-0.996,70,1994,1996
00575,CALDECOTT P STA,caldecott-p-sta,leicestershire,52.53,-0.727,53,1994,1994
00576,COTTESMORE,cottesmore,leicestershire,52.727,-0.656,136,1988,2011
00583,WITTERING,wittering,cambridgeshire,52.612,-0.468,74,1957,2017
00589,LUDDINGTON,luddington,warwickshire,52.173,-1.757,56,1983,1988
00593,ELMDON,elmdon,west-midlands,52.453,-1.742,96,1949,1999
00595,CHURCH LAWFORD,church-lawford,warwickshire,52.359,-1.331,107,1992,2017
00596,WELLESBOURNE,wellesbourne,warwickshire,52.206,-1.605,47,1994,2001
00604,RUGBY,rugby,warwickshire,52.37,-1.257,117,1969,1994
00605,BRIZE NORTON,brize-norton,oxfordshire,51.758,-1.578,82,1968,2017
00606,OXFORD,oxford,oxfordshire,51.761,-1.264,63,1971,2005
00613,BENSON,benson,oxfordshire,51.62,-1.099,57,1974,2017
00616,GRENDON UNDERWOOD,grendon-underwood,buckinghamshire,51.889,-1.016,67,1998,1998
00617,AMERSHAM NO 2,amersham-no-2,buckinghamshire,51.668,-0.592,137,1981,1998
00620,CHENIES NO 2,chenies-no-2,buckinghamshire,51.69,-0.534,139,1992,1998
00622,KEELE,keele,staffordshire,52.999,-2.27,179,1970,2000
00626,PENKRIDGE,penkridge,staffordshire,52.702,-2.12,101,1994,1999
00627,CELLARHEAD,cellarhead,staffordshire,53.04,-2.085,228,1977,1997
00635,OSWESTRY SCHOOL,oswestry-school,shropshire,52.856,-3.063,139,1999,1999
00638,PRESTON MONTFORD,preston-montford,shropshire,52.725,-2.842,71,1994,2008
00642,LUDLOW W WKS,ludlow-w-wks,shropshire,52.355,-2.712,72,1979,1981
00643,SHAWBURY,shawbury,shropshire,52.795,-2.665,72,1980,2017
00651,NEWPORT (SALOP),newport-salop,shropshire,52.778,-2.428,66,1994,1998
00657,PERSHORE,pershore,hereford-and-worcester,52.148,-2.041,35,1957,2017
00658,PERSHORE COLLEGE,pershore-college,hereford-and-worcester,52.1,-2.06,37,1994,1997
00660,ASTWOOD BANK,astwood-bank,hereford-and-worcester,52.248,-1.935,137,1994,1994
00663,HALESOWEN,halesowen,west-midlands,52.438,-2.076,153,1980,2001
00668,"BROMYARD, BATCHLEY FARM",bromyard-batchley-farm,hereford-and-worcester,52.214,-2.587,250,1994,2001
00669,SHOBDON AIRFIELD,shobdon-airfield,hereford-and-worcester,52.243,-2.886,99,1992,2017
00670,GREAT MALVERN,great-malvern,hereford-and-worcester,52.121,-2.306,44,1997,2008
00671,ROSS-ON-WYE,ross-on-wye,hereford-and-worcester,51.911,-2.586,67,1970,2017
00672,"WORCESTER, CORNMEADOW",worcester-cornmeadow,hereford-and-worcester,52.224,-2.225,30,1983,1986
00673,PRESTON WYNNE,preston-wynne,hereford-and-worcester,52.125,-2.638,84,1994,2008
00674,AVONMOUTH,avonmouth,avon,51.506,-2.717,9,1970,2017
00675,BRISTOL WEATHER CENTRE,bristol-weather-centre,avon,51.453,-2.6,42,1981,2001
00676,FILTON,filton,avon,51.522,-2.577,59,2001,2017
00680,SLIMBRIDGE,slimbridge,gloucestershire,51.74,-2.404,5,1996,1996
00686,INNSWORTH,innsworth,gloucestershire,51.891,-2.196,21,1977,1981
00688,CIRENCESTER,cirencester,gloucestershire,51.709,-1.996,133,1994,2001
00689,FAIRFORD AIRFIELD,fairford-airfield,gloucestershire,51.69,-1.773,82,1970,1977
00691,WESTONBIRT,westonbirt,gloucestershire,51.607,-2.221,135,1994,1999
00692,LITTLE RISSINGTON,little-rissington,gloucestershire,51.861,-1.693,210,1974,2017
00706,BLACKWALL,blackwall,greater-london,51.508,0.007,5,1976,1978
00708,HEATHROW,heathrow,greater-london,51.479,-0.451,25,1949,2017
00709,NORTHOLT,northolt,greater-london,51.549,-0.417,33,1979,2017
00711,HAMPTON W WKS,hampton-w-wks,greater-london,51.412,-0.378,12,1969,1976
00718,MERRIST WOOD,merrist-wood,surrey,51.274,-0.618,51,1994,1997
00719,WISLEY,wisley,surrey,51.311,-0.476,38,1994,2017
00720,MICKLEHAM,mickleham,surrey,51.261,-0.321,55,1998,1998
00721,KEW,kew,greater-london,51.468,-0.316,5,1957,1981
00723,KEW GARDENS,kew-gardens,greater-london,51.482,-0.294,6,1981,2017
00725,GATWICK,gatwick,west-sussex,51.152,-0.193,59,1958,1998
00726,KENLEY AIRFIELD,kenley-airfield,greater-london,51.304,-0.092,170,1991,2017
00738,HADLOW COLLEGE,hadlow-college,kent,51.223,0.33,27,1994,1994
00741,GRAVESEND NO 2,gravesend-no-2,kent,51.445,0.374,20,1980,1995
00743,LANGDON BAY,langdon-bay,kent,51.134,1.343,117,1985,2017
00744,EAST MALLING,east-malling,kent,51.288,0.448,33,1978,2017
00752,SHEERNESS,sheerness,kent,51.447,0.744,25,1989,2008
00753,ISLE OF GRAIN,isle-of-grain,kent,51.442,0.703,3,1969,1985
00755,LYDD RANGES,lydd-ranges,kent,50.937,0.889,1,1986,1992
00757,FAVERSHAM,faversham,kent,51.297,0.878,46,1998,2001
00758,DUNGENESS,dungeness,kent,50.913,0.972,6,1957,1986
00759,LYDD-ASHFORD AIRPORT,lydd-ashford-airport,kent,50.959,0.94,13,1993,1997
00760,WYE,wye,kent,51.185,0.945,56,1994,2001
00764,FOLKESTONE TML,folkestone-tml,kent,51.09,1.119,67,1989,1996
00765,HERNE BAY NO 2,herne-bay-no-2,kent,51.358,1.135,40,1994,2006
00770,DOVER,dover,kent,51.121,1.314,6,1969,1971
00771,DOVER NO 2,dover-no-2,kent,51.121,1.342,6,1976,1985
00774,DEAL,deal,kent,51.232,1.403,2,1958,1962
00775,MANSTON,manston,kent,51.347,1.335,49,1961,2017
00779,THORNEY ISLAND,thorney-island,west-sussex,50.815,-0.922,4,1957,2017
00782,BOGNOR REGIS,bognor-regis,west-sussex,50.782,-0.677,7,1994,1995
00787,RUSTINGTON,rustington,west-sussex,50.821,-0.518,3,1994,1995
00794,SHOREHAM-BY-SEA,shoreham-by-sea,west-sussex,50.827,-0.249,15,1980,1992
00795,SHOREHAM AIRPORT,shoreham-airport,west-sussex,50.836,-0.293,2,1997,2017
00798,BRIGHTON MARINA,brighton-marina,east-sussex,50.814,-0.108,3,1973,1978
00799,NEWHAVEN,newhaven,east-sussex,50.782,0.057,5,1997,2000
00803,PLUMPTON,plumpton,east-sussex,50.906,-0.071,76,1969,2001
00808,EASTBOURNE,eastbourne,east-sussex,50.759,0.283,15,1994,2001
00810,HERSTMONCEUX,herstmonceux,east-sussex,50.865,0.336,18,1983,1992
00811,"HERSTMONCEUX, WEST END",herstmonceux-west-end,east-sussex,50.891,0.317,52,1993,2017
00812,BEXHILL,bexhill,east-sussex,50.838,0.464,4,1994,2000
00816,BREDE,brede,east-sussex,50.939,0.593,82,1999,2000
00818,HASTINGS,hastings,east-sussex,50.856,0.57,45,1994,2001
00819,LAMBOURN,lambourn,berkshire,51.533,-1.49,192,1994,1996
00822,ABINGDON,abingdon,oxfordshire,51.689,-1.308,69,1957,1976
00825,WALLINGFORD,wallingford,oxfordshire,51.603,-1.113,47,1994,2001
00830,"READING UNIVERSITY, WHITEKNIGHTS",reading-university-whiteknights,berkshire,51.441,-0.938,66,1994,2001
00838,"BRACKNELL, BEAUFORT PARK",bracknell-beaufort-park,berkshire,51.39,-0.786,74,1991,2003
00842,HURN,hurn,dorset,50.779,-1.836,10,1957,2017
00843,"BOURNEMOUTH, KINGS PARK",bournemouth-kings-park,dorset,50.734,-1.824,27,1995,1995
00844,IBSLEY,ibsley,hampshire,50.884,-1.772,27,1995,1995
00846,EVERTON,everton,hampshire,50.742,-1.575,16,1994,2001
00847,MIDDLE WALLOP,middle-wallop,hampshire,51.15,-1.57,90,1973,2017
00850,SOUTHAMPTON,southampton,hampshire,50.901,-1.404,19,1992,2001
00853,CALSHOT,calshot,hampshire,50.82,-1.307,2,1969,1985
00855,OTTERBOURNE W WKS,otterbourne-w-wks,hampshire,51.009,-1.335,34,1994,2001
00858,SOLENT,solent,hampshire,50.808,-1.211,9,1973,2015
00859,MARTYR WORTHY,martyr-worthy,hampshire,51.103,-1.263,85,1994,1995
00860,"KINGSCLERE, STRATTONS FARM",kingsclere-strattons-farm,hampshire,51.344,-1.265,102,1991,1991
00862,ODIHAM,odiham,hampshire,51.239,-0.945,118,1991,2017
00863,HAYLING ISLAND,hayling-island,hampshire,50.785,-0.986,4,1996,1996
00865,"BUTSER, WINDMILL HILL",butser-windmill-hill,hampshire,50.944,-0.976,92,1990,2001
00867,LONG SUTTON,long-sutton,hampshire,51.213,-0.93,145,1997,1997
00868,ALICE HOLT LODGE,alice-holt-lodge,hampshire,51.178,-0.85,115,1994,2001
00869,SOUTH FARNBOROUGH,south-farnborough,hampshire,51.28,-0.773,65,1957,2017
00876,WIGHT: ST CATHERINES POINT,wight-st-catherines-point,isle-of-wight,50.576,-1.297,20,1997,2017
00877,WIGHT: VENTNOR PARK,wight-ventnor-park,isle-of-wight,50.593,-1.213,60,1995,1995
00882,NETHERAVON,netheravon,wiltshire,51.244,-1.766,129,1993,1995
00886,LYNEHAM,lyneham,wiltshire,51.503,-1.992,145,1976,2017
00888,LARKHILL,larkhill,wiltshire,51.202,-1.806,132,1957,2017
00889,BOSCOMBE DOWN,boscombe-down,wiltshire,51.162,-1.755,126,1957,2017
00892,PORTON,porton,wiltshire,51.128,-1.701,111,1983,1986
00896,ORSAY,orsay,argyll-in-strathclyde-region,55.674,-6.511,23,1997,1997
00898,"COLONSAY, HOTEL",colonsay-hotel,argyll-in-strathclyde-region,56.069,-6.195,15,1993,1998
00900,AROS,aros,argyll-in-strathclyde-region,56.536,-5.981,37,1981,1983
00908,MACHRIHANISH,machrihanish,argyll-in-strathclyde-region,55.441,-5.697,10,1965,2017
00916,LEPHINMORE,lephinmore,argyll-in-strathclyde-region,56.084,-5.24,9,1959,1967
00917,KNAPDALE FOREST NO 2,knapdale-forest-no-2,argyll-in-strathclyde-region,56.059,-5.482,12,1981,1981
00918,DUNSTAFFNAGE,dunstaffnage,argyll-in-strathclyde-region,56.45,-5.44,3,1973,2017
00926,"BENMORE, YOUNGER BOTANIC GARDEN",benmore-younger-botanic-garden,argyll-in-strathclyde-region,56.028,-4.985,12,1992,1992
00928,ARDENTINNY,ardentinny,argyll-in-strathclyde-region,56.046,-4.914,5,1979,1997
00930,BLACK MOUNT,black-mount,argyll-in-strathclyde-region,56.545,-4.796,175,1989,1992
00939,BUTE: ROTHESAY,bute-rothesay,buteshire,55.839,-5.064,43,1986,1986
00940,GT CUMBRAE: MILLPORT,gt-cumbrae-millport,buteshire,55.749,-4.908,5,1984,1998
00944,HELENSBURGH NO 2,helensburgh-no-2,dunbartonshire,56.016,-4.724,96,1981,1981
00949,"GARTOCHARN, PORTNELLAN FARM",gartocharn-portnellan-farm,dunbartonshire,56.048,-4.567,40,1994,2001
00950,ARROCHYMORE,arrochymore,stirling-in-central-region,56.093,-4.549,30,1980,1991
00952,INCHTERF,inchterf,dunbartonshire,55.958,-4.119,40,1973,1992
00953,CUMBERNAULD,cumbernauld,dunbartonshire,55.961,-3.969,94,1969,1977
00954,MUGDOCK PARK,mugdock-park,stirling-in-central-region,55.973,-4.33,165,1990,2001
00960,"FALKIRK, S WKS",falkirk-s-wks,stirling-in-central-region,56.018,-3.763,3,1994,1994
00968,PAISLEY,paisley,renfrewshire,55.845,-4.431,32,1969,1985
00970,RENFREW,renfrew,renfrewshire,55.867,-4.386,8,1949,1966
00971,ABBOTSINCH,abbotsinch,renfrewshire,55.869,-4.431,5,1966,1999
00973,DRUMCLOG,drumclog,lanarkshire,55.627,-4.201,227,1994,1994
00978,EAST KILBRIDE NO 2,east-kilbride-no-2,lanarkshire,55.755,-4.172,178,1971,2005
00981,COATBRIDGE,coatbridge,lanarkshire,55.855,-4.056,66,1981,1981
00982,SALSBURGH,salsburgh,lanarkshire,55.861,-3.875,277,1980,2017
00984,LOWTHER HILL,lowther-hill,lanarkshire,55.378,-3.753,754,1974,1990
00987,DRUMALBIN,drumalbin,lanarkshire,55.627,-3.736,245,1991,2017
00990,ABINGTON,abington,lanarkshire,55.489,-3.692,247,1982,1994
00991,CARNWATH,carnwath,lanarkshire,55.7,-3.634,208,1970,1986
00995,ARDROSSAN,ardrossan,ayrshire,55.642,-4.82,4,1969,1987
00996,HUNTERSTON NO 3,hunterston-no-3,ayrshire,55.723,-4.893,8,1969,1992
01005,AUCHINCRUIVE,auchincruive,ayrshire,55.477,-4.565,48,1973,1993
01006,PRESTWICK NO 2,prestwick-no-2,ayrshire,55.501,-4.584,16,1957,1993
01007,"PRESTWICK, GANNET",prestwick-gannet,ayrshire,55.515,-4.585,27,1996,2017
01008,DALRY,dalry,ayrshire,55.718,-4.719,33,1994,1997
01012,CUMNOCK,cumnock,ayrshire,55.453,-4.274,99,1998,2000
01013,SAUGHALL,saughall,ayrshire,55.601,-4.226,221,1988,2008
01015,"DUMFRIES, DRUNGANS",dumfries-drungans,kirkcudbrightshire,55.054,-3.645,16,1972,2004
01017,DUMFRIES,dumfries,dumfriesshire,55.056,-3.595,49,1978,1998
01023,ESKDALEMUIR,eskdalemuir,dumfriesshire,55.312,-3.207,236,1957,2017
01024,BARGRENNAN,bargrennan,kirkcudbrightshire,55.077,-4.569,110,1992,1992
01025,PALNURE NO 2,palnure-no-2,kirkcudbrightshire,54.952,-4.419,15,1979,1982
01026,CLATTERINGSHAWS NO 2,clatteringshaws-no-2,kirkcudbrightshire,55.075,-4.266,178,1965,2003
01033,DUNDRENNAN,dundrennan,kirkcudbrightshire,54.803,-4.008,113,1991,2017
01034,GLENLOCHAR BARRAGE,glenlochar-barrage,kirkcudbrightshire,54.96,-3.982,47,1992,1992
01039,WEST FREUGH,west-freugh,wigtownshire,54.859,-4.935,11,1969,2017
01040,PENWHIRN,penwhirn,wigtownshire,54.983,-4.929,166,1978,1978
01042,CREEBRIDGE,creebridge,wigtownshire,54.96,-4.475,18,1992,1992
01043,WHITHORN,whithorn,wigtownshire,54.703,-4.418,40,1983,1994
01051,SELLAFIELD,sellafield,cumbria,54.415,-3.501,13,1970,1996
01053,SELLAFIELD NO 2,sellafield-no-2,cumbria,54.426,-3.507,22,1984,1991
01054,ESKMEALS,eskmeals,cumbria,54.325,-3.408,8,1979,2001
01055,ST BEES HEAD NO 2,st-bees-head-no-2,cumbria,54.518,-3.615,124,1992,2017
01060,KESWICK,keswick,cumbria,54.614,-3.157,81,1992,2017
01061,ASPATRIA,aspatria,cumbria,54.768,-3.316,62,1997,2003
01066,DRUMBURGH,drumburgh,cumbria,54.932,-3.159,7,1997,1997
01070,CARLISLE,carlisle,cumbria,54.934,-2.964,28,1961,2008
01074,WARCOP RANGE,warcop-range,cumbria,54.572,-2.413,227,1992,2017
01075,SPADEADAM,spadeadam,cumbria,55.041,-2.629,274,1970,1973
01076,SPADEADAM NO 2,spadeadam-no-2,cumbria,55.05,-2.554,285,1993,2017
01078,WALNEY ISLAND,walney-island,cumbria,54.125,-3.258,15,1992,2017
01083,SHAP,shap,cumbria,54.502,-2.685,252,1992,2017
01084,GREAT DUN FELL,great-dun-fell,cumbria,54.684,-2.45,847,1964,2004
01085,GREAT DUN FELL NO 2,great-dun-fell-no-2,cumbria,54.684,-2.451,847,1994,2017
01086,MOOR HOUSE,moor-house,cumbria,54.69,-2.377,556,1970,1980
01087,WIDDYBANK FELL,widdybank-fell,cumbria,54.663,-2.284,513,1994,1995
01090,"BLACKPOOL, SQUIRES GATE",blackpool-squires-gate,lancashire,53.775,-3.038,10,1957,2017
01093,AIGBURTH (RTC),aigburth-rtc,merseyside,53.36,-2.927,12,1970,1993
01095,SOUTHPORT,southport,merseyside,53.679,-2.954,5,1970,1973
01096,AUGHTON,aughton,lancashire,53.55,-2.916,54,1978,1996
01098,FLEETWOOD,fleetwood,lancashire,53.926,-3.017,19,1970,1992
01100,GRIZEDALE,grizedale,cumbria,54.338,-3.021,91,1996,2000
01101,SPEKE,speke,merseyside,53.332,-2.847,22,1957,1977
01105,HAZELRIGG,hazelrigg,lancashire,54.014,-2.775,95,1994,2001
01111,"PRESTON, MOOR PARK",preston-moor-park,lancashire,53.774,-2.705,33,1994,2001
01112,MYERSCOUGH,myerscough,lancashire,53.854,-2.767,14,1990,1990
01115,WINTER HILL,winter-hill,lancashire,53.626,-2.516,440,1995,2012
01119,STONYHURST,stonyhurst,lancashire,53.845,-2.47,115,2002,2002
01120,MANCHESTER WEATHER CENTRE,manchester-weather-centre,greater-manchester,53.483,-2.244,69,1961,1986
01125,ROCHDALE,rochdale,greater-manchester,53.609,-2.179,110,2007,2017
01128,BIDSTON,bidston,merseyside,53.4,-3.075,60,1969,1971
01130,NESS GARDENS,ness-gardens,cheshire,53.272,-3.047,38,1994,2001
01131,DELAMERE FOREST NO 2,delamere-forest-no-2,cheshire,53.237,-2.707,68,1989,1989
01135,RINGWAY,ringway,greater-manchester,53.356,-2.281,69,1949,2004
01136,MACCLESFIELD,macclesfield,cheshire,53.265,-2.136,143,1997,1997
01137,RHYL NO 2,rhyl-no-2,clwyd,53.259,-3.509,77,1992,2017
01142,MOEL-Y-CRIO,moel-y-crio,clwyd,53.22,-3.209,263,1997,2005
01144,HAWARDEN AIRPORT,hawarden-airport,clwyd,53.175,-2.986,11,1992,2017
01145,VALLEY,valley,gwynedd,53.253,-4.536,10,1957,2017
01151,"COLWYN BAY, NURSERY GARDENS",colwyn-bay-nursery-gardens,clwyd,53.293,-3.712,24,1980,1980
25728,HEMSBY TRIAL,hemsby-trial,norfolk,52.686,1.687,14,2000,2001
01154,"LOGGERHEADS, COLOMENDY CENTRE",loggerheads-colomendy-centre,clwyd,53.149,-3.197,225,1994,2001
01161,ABERDARON,aberdaron,gwynedd,52.789,-4.741,95,1993,2017
01165,PEN-Y-FFRIDD,pen-y-ffridd,gwynedd,53.21,-4.155,86,1994,1997
01167,SNOWDON SUMMIT,snowdon-summit,gwynedd,53.068,-4.077,1040,1997,2000
01170,ABER NO 2,aber-no-2,gwynedd,53.238,-4.015,15,1994,2001
01171,CAPEL CURIG NO 3,capel-curig-no-3,gwynedd,53.094,-3.941,216,1993,2017
01173,ARTHOG NO 2,arthog-no-2,gwynedd,52.718,-4.015,7,1994,1994
01176,TRAWSFYNYDD,trawsfynydd,gwynedd,52.932,-3.943,193,1970,1998
16580,"CAIRNORRIE, DRAKEMYRE CROFT",cairnorrie-drakemyre-croft,aberdeenshire,57.464,-2.208,154,1995,2001
01180,BALA,bala,gwynedd,52.908,-3.584,163,1975,2017
01185,MACHYNLLETH,machynlleth,powys-north,52.622,-3.843,76,1987,1987
01187,MOEL CYNNEDD,moel-cynnedd,powys-north,52.475,-3.705,358,1994,1999
01190,LAKE VYRNWY NO 2,lake-vyrnwy-no-2,powys-north,52.757,-3.465,360,1994,2017
01192,NEWTOWN,newtown,powys-north,52.5,-3.341,120,1991,1991
01198,ABERPORTH,aberporth,dyfed,52.14,-4.571,133,1957,2017
01201,"ABERYSTWYTH, FRONGOCH",aberystwyth-frongoch,dyfed,52.423,-4.052,137,1969,1969
01205,GOGERDDAN,gogerddan,dyfed,52.432,-4.02,31,1994,2001
01209,TRAWSGOED,trawsgoed,dyfed,52.344,-3.948,63,1992,2017
01211,CWMYSTWYTH,cwmystwyth,dyfed,52.359,-3.803,301,1994,1999
01214,DALE FORT,dale-fort,dyfed,51.703,-5.152,33,1994,2002
01215,MILFORD HAVEN CONSERVANCY BOARD,milford-haven-conservancy-board,dyfed,51.709,-5.053,44,1969,2017
01216,BRAWDY,brawdy,dyfed,51.88,-5.124,111,1969,1992
01217,ORIELTON,orielton,dyfed,51.653,-4.96,60,1994,2001
01223,WHITECHURCH,whitechurch,dyfed,51.989,-4.679,129,1995,1995
01226,PEMBREY SANDS,pembrey-sands,dyfed,51.714,-4.367,3,1993,2017
01233,BRONYDD-MAWR,bronydd-mawr,powys-south,51.964,-3.629,330,1994,2001
01239,CEFN-LLECH,cefn-llech,powys-south,52.384,-3.537,317,1998,1998
01246,PRESTEIGNE,presteigne,powys-south,52.283,-3.052,177,1988,1988
01249,LIBANUS,libanus,powys-south,51.924,-3.489,331,1995,2001
01250,PENCELLI,pencelli,powys-south,51.913,-3.324,160,1991,1991
01255,MUMBLES HEAD,mumbles-head,west-glamorgan,51.566,-3.982,43,1998,2017
01258,PORT TALBOT,port-talbot,west-glamorgan,51.567,-3.754,5,1970,1979
01265,ABERDARE,aberdare,mid-glamorgan,51.718,-3.462,174,1976,1976
01267,RHOOSE,rhoose,south-glamorgan,51.401,-3.344,65,1957,1998
01268,CILFYNYDD,cilfynydd,mid-glamorgan,51.636,-3.302,194,1974,1996
01270,FLAT HOLM,flat-holm,south-glamorgan,51.379,-3.123,15,1993,1998
01271,CARDIFF WEATHER CENTRE,cardiff-weather-centre,south-glamorgan,51.478,-3.179,52,1992,2006
